isbn,title,author,description,category,price,language,total_pages,total_chapters,access_period_days
9789395764490,At the Intersection of Law & Life Essays in Honour of Justice MN Venkatachaliah,Bibek Debroy and Sameer Kochhar,"A rich collection of essays by eminent personalities on Justice MN Venkatachaliah, the Judge, and the individual. Justice Manepali Narayanarao Venkatachaliah's diverse roles as a Judge in various courts, Chief Justice of India, Chairman of the National Human Rights Commission, Chairman of the Commission to Review the Working of the Constitution, and other positions are covered in the book. Right from his days at the highest judiciary to his simple superannuated yet emeritus status, Justice Venkatachaliah has preached reforms for efficiency. The topics include: Human rights Tax law Public Policy Alternative Dispute Resolution Arbitration law, energy-related arbitration, and his pro-arbitration approach. Other topics, like education and the selection of judges, are briefly touched upon. The contributors reflect on his journey from pre-Independent India to witnessing the nation's transformation.",Law,795,English,238,,
9789395764537,The Law of Goods and Services Tax A Comprehensive Commentary,Ramakrishnan Viraraghavan,"A detailed section-wise internet age commentary on the CGST Act, IGST Act and GST (Compensation to States) Act. First commentary on GST written by a Senior Advocate practising at the Supreme Court distilling his vast experience of nearly four decades of litigation practice. Designed to give quick answers to busy GST adjudicators and GST practitioners without wading through judgements and circulars. A focused and penetrative commentary based on judgements of the courts and rulings of advance ruling authorities. The relevant pages and paragraphs of the relevant judgements and circulars are referred only in the footnotes. Vexed issues of classification are dealt in a separate chapter with goods and services arranged alphabetically under their common names. The commentary guides the reader on issues not yet decided by the Supreme Court or the High Courts. The book incorporates the amendments made by the Finance Act, 2023, the CGST (Amendment) Act, 2023 and the IGST (Amendment) Act 2023. Taxation of supplies in casinos, racecourses and online gaming has been addressed in a separate chapter. Relevant decisions reported in GSTR up to 31 July 2023 have been added in the book.",Tax,2100,English,972,,
9789395764841,Reforms in Tax Administration An Indian Experience,"Pratap Singh, IRS","The book is the result of five years of extensive research, aiming to analyse India's tax system and its administration. The focus is on evaluating tax reforms, particularly those of the last 30 years, and their effects on tax collection, the Tax-GDP ratio, the tax base, and the overall economy. The study explores the relationship between tax and GDP growth, scrutinises the impact of significant 1991 tax reforms on subsequent tax collection, and compares India's tax-GDP ratio with other nations. Additionally, it investigates the aftermath of the 2008 global economic crisis on taxes, discusses anti-tax evasion measures, and introduces the Tax Administration Diagnostic Assessment Tool Model (TADAT) for assessing tax administration efficiency. The book offers recommendations for improving tax administration and highlights the delayed effects of the 1991 reforms on tax collection and the impact of the 2008 slowdown. It is a valuable resource for researchers, tax professionals, administrators, and economics students.",Tax,595,English,264,,
9789395764605,Reform & Deform A Five-Side Critique of GST,Rav Pratap Singh,"Reform and Deform: A Five-Side Critique of GST takes stock of the initial five and a half years of GST since its implementation in July 2017. This book focuses on five separate but inter-related aspects of GST: concept of supply, claims of input tax credit (‘ITC’), jurisprudence on arrests and attachment, dysfunctional dispute resolution framework and sub-par advance ruling mechanism, and a dedicated chapter containing detailed critique of the GST’s anti-profiteering mechanism. All five aspects are examined to underline the central argument made in the book, i.e., GST is a reform is increasingly being deformed due to poorly reasoned judicial opinions, sub-par advance rulings and uncertainty produced by reactive and ad hoc executive responses. Reform and Deform is a trailblazer as it presents a structured analysis of GST by deploying a jargon-free and straightforward vocabulary. It examines several legal developments in detail, places them in proper historical context and views GST not as an end in itself but a milestone in India’s continuing journey towards an improved indirect tax regime.",Tax,695,English,410,,
9789395764551,Capital Gains Tax Law and Practice,TG Suresh,"Capital Gains Tax – Law and Practice comprehensively covers legal and practical aspects governing the taxation of short-term and long-term capital gains as provided under Chapter IV(E) of the Income-Tax Act, 1961. The sixth edition has been thoroughly revised and updated in view of amendments brought in by the Finance Act,2023. Key Features - Written in a simple and lucid language. Practical scenarios and illustrations discussed for better understanding. Judicial pronouncements have been examined and mentioned as appropriate. Incorporates all relevant Notifications, Circulars and Schemes up to 30th June 2023 All relevant circulars and notifications have been reproduced under the appendices. Detailed analysis of capital gains relating to shares, securities, and Business Restructuring transactions. Provisions relating to Real estate transactions (including JDA) are covered extensively. Apex Court decisions/interpretations are appropriately highlighted and considered. Provisions relating to international transactions and Non-residents are covered comprehensively. Appropriate suggestions provided on Controversial provisions to reduce/avoid litigation.",Tax,895,English,532,,
9789395764681,Technology and Analytics for Law & Justice,Nomesh Bhojkumar Bolia and Surya Prakash BS,"This unique volume from the DAKSH Centre of Excellence for Law and Technology examines the evolution of technology in the law and justice system in India. It delves into the challenges and opportunities presented by technology, current thinking on the subject, and what the future may hold for this rapidly developing field. From tracing the historical journey of law and technology in India to the rise of 'justicemakers,' the impact of cutting-edge forensic technology, the world of smart contracts, and the realm of surveillance, this book offers a comprehensive and thought-provoking look at the ever-changing landscape of law and technology. This book will be of interest to a wide audience, including researchers, policymakers, government agencies, technologists, law firms, legal practitioners, academics, and students looking for a head-start in the world of transforming law and justice systems.",Law,995,English,516,,
9789395764919,Treatise on Arbitration Law & Practice – A Critical Commentary on Part I of the Act of 1996 (2 Vol. Set),M Sricharan Rangarajan,"A section-wise practical commentary on Part I of the Arbitration and Conciliation Act, 1996 with relevant case laws. Traces the History of the Arbitration Act, covers UNCITRAL Model Laws and Law Commission reports. Provides insights into the current legal framework, addresses challenges in arbitration, suggests amendments to enhance its efficacy in resolving commercial disputes. A practitioner's perspective, maintaining clarity in legal interpretation and expressing ideas in accessible language. An invaluable guide for arbitrators, practitioners, and aspiring law students interested and specialising in arbitration law and practice.",Law,4995,English,2644,,
9789395764995,New Range & Orthodox Concerns in International Taxation,Parthasarathi Shome,"New Range & Orthodox Concerns in International Taxation covers emerging issues in the various branches of international taxation, advancing International Tax Research and Analysis Foundation’s (ITRAF’s) tradition of bringing together a new range as well as orthodox concerns and presenting them to the expert. The new range of issues includes the profound ramifications of a steady and speeding emergence of robots, the emerging new international rules for taxing carbon emissions to buttress a green transition, the conversion of the extortion of resources to a new tax collected at checkpoints in Afghanistan, and the dilemma of providing too little or too much tax incentives to attract international professional experts in Sweden. Traditional concerns such as tax avoidance, transparency, and ethics in tax planning are explored, along with issues related to Base Erosion and Profit Shifting (BEPS). The volume contains a comprehensive foreword and the history of national tax systems in a globalised world. Overall, the collection provides a contemporary overview of international tax issues, making it a valuable resource for specialists in the field.",Tax,1250,English,320,,
9789395764742,"Double Taxation Treaties - Concepts, Practices & Trends (2 Vol. Set)",K R Sekar,"A comprehensive exploration of Double Taxation Avoidance Agreements, encompassing prevailing issues & practices as well as emerging trends. The book considers the increasing complexities relating to digital economy and its impact on the prevailing principles and concepts under the DTAA, while explaining in detail the existing treaties and the latest judicial decisions relating to it. The two volume set analyses Anti-Avoidance Regulations and practices under relevant provisions including Thin Cap Regulations, CFC Regulations & GAAR. Additionally, Multilateral Instruments, Pillar 1 and Pillar 2, pertinent issues within select industries, new tax architecture trends & the relevance of OECD amid challenges posed by developing countries have been dealt with in detail. The book will be a useful reference for tax professionals, policymakers, judicial officers, enforcement authorities, academicians & tax students.",Tax,4450,English,1754,,
9789395764971,"Supreme Court of India: Musings, Anecdotes & Episodes",N Vijayaraghavan and Sharath Chandran,"The book explains the journey of the highest court in India since its inception 75 years ago. Offers a compelling account of the origins of the Federal Court and Constituent Assembly Debates. It weaves together a series of thought-provoking narratives relating to appointment of judges, credibility of the judicial institution, judicial legislation, and public interest litigation. A well-researched critique on select judgments of the Supreme Court with the intent to present an alternative perspective on the issues under discussion in these cases. Useful for lawyers, legal academics, scholars, researchers, policy makers and interested citizens.",Law,695,English,398,,
9789395764889,"Practical Guide to Digital Personal Data Protection Act, 2023 Law and Compliance",Puneet Bhasin,"Discusses the importance of data protection laws in India in regulating the collection, processing and storage of personal data, particularly in light of technological advancements and the misuse of data by both domestic and foreign entities. The book provides an in-depth understanding of the Digital Personal Data Protection Act, 2023, detailing all its provisions. Additionally, it outlines the scope, exceptions and enforcement mechanisms under the Act, along with steps for compliance and penalties for non-compliance. The book will be useful for Legal Professionals, CISOs, CIOs, Key Management functions of organisations, Data Protection Officers, Policy Makers and Government Officials, Business Executives and Entrepreneurs, Data Privacy Advocates and Activists, Data Subjects, Compliance Officers and Auditors, Technology and Cybersecurity Professionals and International Stakeholders.",Law,695,English,228,,
9789395764698,Court Jester,Raju Z Moray,"This anthology brings together Prose and Poetry which was featured on the ‘Court Jester’ page of the Lawyers Collective Magazine from 1993 to 2003. The feature was immensely entertaining and popular. Long out of print and difficult to access, there was a consistent demand over the years from its fans to collect all the pieces together and publish them as a book. These pieces can still be enjoyed with much pleasure and profit because no one ever learns from their mistakes. Ludicrous behaviour will never go out of fashion, and bloated egos still require puncturing.",Law,495,English,218,,
9789395764759,Tales of Law & Laughter,Raju Z Moray,This anthology brings together thirty anecdotal stories selected from the popular ‘Adaalat Antics’ series written for theleaflet.in by the author Raju Z. Moray and specially illustrated for this exclusive print edition by Farzana Cooper. Readers will enjoy a humorous view of the life of a lawyer from law college to the Bar and the Bench. These fictional pen-portraits of lawyers and judges have entertained thousands of online readers and there has been an insistent demand from readers to collect and publish this treasury of comic tales in book form. This anthology fulfills that demand.,Law,495,English,197,,
9789395764735,New-Age Economy Taxation: An Overview of Taxation of Digital Businesses,CA Pushpendra Dixit,"Analyses the complexities of taxing digital business transactions, focusing on the introduction of Digital Services Taxes (DST) to ensure fair taxation for foreign corporations operating within different market jurisdictions. Exploring unilateral tax measures adopted globally, with a spotlight on India, the book covers taxation of digital goods, services, and online advertising. It also examines the OECD's Two-Pillar approach, addressing the allocation of taxing rights and establishing a global minimum corporate tax rate. Further, the book advocates the inclusion of digital transactions in the tax net to level the playing field for businesses. The book will be useful for tax professionals, financial consultants, multinational corporations, technology firms, policymakers, legal professionals, academicians & tax students. Exploring unilateral tax measures adopted globally, with a spotlight on India, the book covers taxation of digital goods, services, and online advertising. It also examines the OECD's Two-Pillar approach, addressing the allocation of taxing rights and establishing a global minimum corporate tax rate. Further, the book advocates the inclusion of digital transactions in the tax net to level the playing field for businesses. The book will be useful for tax professionals, financial consultants, multinational corporations, technology firms, policymakers, legal professionals, academicians & tax students.",Tax,495,English,184,,
9789395764728,Corporate Law Referencer,Sumit Pahwa,"Corporate Law Referencer presents a 360o view of the Companies Act, 2013 and Limited Liability Partnership Act, 2008 with section-wise arrangement of all Circulars, Orders, Rules & Notifications including Procedures, FAQs, Resolutions, Adjudication Orders and Judicial Precedents.",Law,4250,English,2814,,
9789395764803,Electricity Laws in India – A Comprehensive Analysis with Regulatory Provisions & Case Law,Karan Trehan,"Electricity Laws in India: A Comprehensive Analysis with Regulatory Provisions & Case Law provides a thorough review of the legal framework that governs the electricity sector in India. It offers: • a detailed analysis of the historical evolution and regulatory framework, elucidating the key legal principles that influence the sector. • a comprehensive overview of the development of the electricity sector, from early challenges to the present regulatory environment. • an analysis of the Electricity Act of 2003 and explores the functions of regulatory commissions at both central and state levels. • critical topics such as tariff determination, licensing, transmission, distribution, generation compliance, and dispute resolution. It is a valuable resource for policymakers, legal practitioners, academics, and students interested in understanding electricity laws in India.",Law,1195,English,454,,
9789395764773,"Commentary on The Prohibition of Benami Property Transactions Act, 1988","Dr K K Khandelwal, IAS (R)","A comprehensive analysis delving into the principal and amended enactments, offering detailed insight into the significant changes introduced by the Benami Transactions (Prohibition) Amendment Act, 2016. The book explains how the law has become more effective in combating benami transactions by meticulously examining each provision with support from judicial precedents and relevant rules, explaining legal intricacies in simple and clear language. The author also provides valuable insights on the robust mechanism relating to the confiscation and management of benami properties, and the procedural framework for inquiry, adjudication, and appeal of cases. This book is a valuable resource for practitioners, enforcement officers, judges, legislators, policy-makers, academicians, and research scholars.",Law,2495,English,1066,,
9788197413537,Capital Gains Tax Law and Practice,T G Suresh,"Capital Gains Tax—Law and Practice is a comprehensive reference book on legal and practical aspects of short-term and long-term capital gains taxation under Chapter IV(E) of the Income-tax Act, 1961. This seventh edition is thoroughly revised and updated to reflect the amendments introduced by the Finance Act (No. 2), 2024. This book will offer immense value to tax professionals, enforcement officers, judicial officers, and researchers scholars. Salient Features - Discusses the provisions of Finance (No. 2) Act, 2024, with illustrations Analyses judicial decisions in detail Incorporates Notifications, Circulars and Schemes up to 31st August 2024 Focuses on provisions relating to shares, securities, and business restructuring transactions Extensively covers Real estate transactions (incl. JDA) Examines capital gains w.r.t. international transactions & non-residents Clarifies grey areas in the practice of capital gains tax through author’s incisive inputs Read less",Tax,995,English,552,,
9789395764858,Handbook on Comparative IPR Law Technology Law and Emerging Legal Domains,"Prof (Dr) Aditya Tomar, Dr Joshua Aston, Mini Srivastava, Rupendra Singh","Offers readers an in-depth understanding of various aspects of IPR law in relation to the shifting paradigm with the emergence of technology and AI. Delves into how the conventional understanding of IPR has developed over time and led to an inseparable union with technology. Highlights the progression and integration of these fields, demonstrating how they have collectively shaped the modern legal landscape. Also explores the realms of Artificial Intelligence and Cyber Laws, with a particular focus on data privacy regulations. Equips legal practitioners, scholars, and enthusiasts with the knowledge necessary to address the challenges and opportunities presented by technological advancements.",Law,1050,English,414,,
9788197939273,"Bharatiya Sakshya Adhiniyam, 2023: The New Era of Evidence Law",Dr K K Khandelwal,"Bharatiya Sakshya Adhiniyam, 2023: The New Era of Evidence Law presents a comprehensive analysis of the intricacies of the Bharatiya Sakshya Adhiniyam, 2023, which has replaced the Indian Evidence Act, 1872. This section-wise commentary systematically dissects each new provision highlighting their practical implications. Each provision is supported with judicial precedents and case studies based on hypothetical scenarios, explaining the legal nuances in a lucid language. The Bharatiya Sakshya Adhiniyam, 2023 (BSA) marks a significant transformation in the Indian legal landscape. This book offers a clear and practical approach, making it an essential resource for practitioners, enforcement officers, judges, academicians, and research scholars.",Law,1995,English,826,,
9788197939297,Artificial Intelligence and Constitutionalism: The Challenges in Law,Shruti Bedi,"The volume explores the significant impact of AI within the legal sphere. It is organized into two main sections: ‘Interplay of AI and Constitutionalism,’ which offers comprehensive discussions on broader principles, and ‘Critical Legal Concerns,’ which focuses on specific practical themes. Various authors contribute to these sections, covering a diverse array of topics related to AI. This structure keeps readers engaged and informed about the complexities AI introduces to the legal landscape. The authors analyze existing legal frameworks and suggest innovative strategies that align with constitutional values, ensuring the responsible and ethical use of AI technologies. Contributions from scholars in the United States and Canada enhance this discussion, offering comparative insights that emphasize both common challenges and distinct contextual factors.",Law,695,English,212,,
9789395764926,Capital Taxation Law and Practice,P V Srinivasan,"Capital Taxation: Law and Practice is an exhaustive commentary on the subject, offering an in-depth analysis of the concept and regulatory framework governing the taxation of capital in all its forms in India and other jurisdictions across the globe. Taxation of capital is older than the taxation of income. While the income of a fiscal year is often seen as an increase in wealth, capital taxation has sparked more controversy than other types of tax. Meagre revenue yields, the subjective base of the levy, unpredictability of the event of taxation are a few reasons for its repeated repeal and reintroduction. This is in addition to the traditional concerns of tax avoidance and a plethora of exemptions that are more pronounced in capital taxation. Nevertheless, several countries have capital taxation currently in force. This book is divided into two parts, Part A deals with the genres of capital taxation, their salient features, the history and evolution of wealth transfer tax, and the design principles; and Part B covers capital taxation regimes in some of the other countries. Policymakers, academicians, tax practitioners, and high net worth individuals are sure to find the book handy.",Tax,1495,English,396,,
9788197288333,75 Years of the Constitution - Supreme Court's Role in Promoting Constitutionalism,V Sudhish Pai,"75 Years of the Constitution - Supreme Court's Role in Promoting Constitutionalism marks the commemoration of 75 years of our Constitution and the Supreme Court. It offers a captivating account of the journey of the foundational document of the world’s largest democracy. It explores the Constitution’s evolution, its salient features and provisions, and the Supreme Court’s role in expounding its true meaning and intent, including the principles applied in its interpretation. The book showcases the role and contribution of the Court in endeavouring to make the constitutional vision a reality, fostering a constitutional culture, and enforcing checks and balances within the constitutional framework, as well as examining some of the infirmities in its judgments. A critical appraisal of the Court’s work is essential for presenting a true and coherent picture of the law. The book is structured in three parts, offering not only a theoretical jurisprudential setting but also its application to concrete cases - the judgments and the light banter - the trivia and anecdotes - which add a certain lustre.",Law,995,English,324,,
9788197413599,Ramanujan’s Patent Law,Adarsh Ramanujan,"Ramanujan’s Patent Law is a comprehensive and analytical commentary on the Patent Law in India. The commentary traces the legislative history of the Patents Act and the judicial precedents that have shaped the law. Written in a lucid language, the author also delves into a comparative analysis with the legal developments in other jurisdictions, including the UK, the USA, and Canada to provide a holistic view of the law. The commentary is aimed to make the patent law accessible and easy to understand, while discussing grey areas. The readers will benefit from the author’s perspectives and views on the law. The commentary will be valuable to the practitioners, Judges, Patent Agents, Academicians and scholars.",Law,2995,English,1084,,
9789389176919,The Unyielding Judge: The Life and Legacy of Justice A.N. Grover,Gauri Grover,"The Unyielding Judge: The Life and Legacy of Justice A.N. Grover brings to life the many dimensions of Justice A.N. Grover as a person and as a Judge of the Supreme Court. Gauri Grover, granddaughter of Justice Grover and the author of the book, has penned the narrative as a love letter to her grandfather and not merely as a chronicle of his life and career. The author takes us through the early years and education that shaped Justice Grover as a human being, followed by his distinguished career as a lawyer and Judge. His participation in the evolution of the Basic Structure Doctrine, and the inglorious supersession that followed thereafter have been dealt in detail. Justice Grover’s contributions to the society extended well beyond his role as a Judge, as he played a significant role in the realms of education and press rights as the Chairman of the DPS Society and the Press Council of India. The book is a recounting of a person and a life that was enthused with conviction, a sense of duty, and a commitment to integrity.",Law,795,English,250,,
9788198348838,"A Treatise and Commentary on The Prevention of Money Laundering Act, 2002 (Set of 2 Volumes)",K K Khandelwal,"A Treatise and Commentary on The Prevention of Money Laundering Act, 2002 presents a comprehensive section-wise examination of the law governing the offence of money laundering in India. The commentary covers the author’s incisive analysis of the subject built on judicial precedents and a meticulous understanding of the legislative text. Delving into key concepts and frameworks that cut across different legislation, the commentary facilitates a holistic understanding of this intricate law and offers practical insights. It exhaustively discusses and demystifies various aspects of the Prevention of Money Laundering Act (PMLA), including investigation processes; the definition and handling of proceeds of crime; definitions and legal interpretations of money laundering offences; procedures for provisional attachment; protocols for search and seizure; arrest procedures; the application of the reverse burden of proof; jurisdiction and procedural norms for Special Courts; cognizance and bail of offences; requirements for summons and document production; and the evaluation of proportionality in punishments relative to the nature of scheduled offences. The commentary will serve as a valuable guide for practitioners, judges, enforcement officers, scholars and students.",Law,4495,English,2028,,
9788197939266,"Treatise on the POSH Act - A Critical and Comparative Commentary on the Sexual Harassment of Women at Workplace (Prevention, Prohibition and Redressal) Act, 2013",Dhana Madhri Guruswamy,"Treatise on the POSH Act provides a thorough examination of the Sexual Harassment of Women at the Workplace (Prevention, Prohibition, and Redressal) Act of 2013. The book explores the history and evolution of the POSH Act, defining sexual harassment in its various forms—physical, verbal, pictorial, and virtual—while also addressing the issue of online harassment in the metaverse. It outlines the roles of Internal and Local Committees; explains the inquiry process; and discusses key provisions such as confidentiality, employer responsibilities, appeals and penalties for non-compliance. The book also discusses in detail the applicability of the POSH Act to different sectors including public sector units, education, and banking. The book follows a topic-wise arrangement, allowing readers to easily access information and understand the nuances of law. This book will be a valuable resource for Legal Practitioners, Judges, Internal Committee members, HR Professionals, Corporate Heads, Employees, Research scholars, and anyone looking to understand the POSH Act and its implementation.",Law,1695,English,768,,
9788198348845,Practitioner’s Guide to International Family Law,Anil Malhotra and Ankit Malhotra,"Practitioner’s Guide to International Family Law: An Indian Perspective is an authoritative and comprehensive resource that bridges the complexities of Indian family laws with the evolving challenges of international family law. Designed for practitioners, judges, academics, and students, the book addresses key issues such as cross-border marriage, divorce, child custody, maintenance, adoption, and the enforcement of foreign judgments and arbitral awards. It explores the interplay between Indian personal laws—covering Hindu, Muslim, Christian, Parsi, and secular legal frameworks like the Special Marriage Act—and international legal instruments, including the Hague Conventions and other bilateral treaties governing family law. The book provides in-depth guidance on jurisdictional dilemmas, forum shopping, conflict of laws, and the recognition of foreign decrees under Indian law, highlighting critical provisions and contemporary case law. The book highlights significant judicial interpretations and landmark decisions, ensuring readers remain updated with the latest legal developments. By bridging domestic family law with international instruments, treaties, and comparative case studies, the guide provides solutions to complex cross-border family disputes. Further focus is given to cases involving non-resident Indians, expatriates, and cross-border families, offering clarity on topics such as habitual residence, domicile, and the enforcement of maintenance and custody orders abroad. It presents a comparative analysis of legal systems to equip readers with tools to address globalized family disputes effectively. With its focus on harmonizing domestic and international legal principles, this guide also engages with contemporary challenges, including inter-country child abduction, international surrogacy agreements, and cross-border domestic violence. Written with procedural precision and supported by practical examples, updated citations, and legislative reforms, the book is a definitive tool for navigating international family law issues while considering India’s unique legal and cultural contexts. It is an essential reading for those seeking to understand and resolve complex, multi-jurisdictional family law matters in an increasingly interconnected and legally pluralistic world.",Law,2495,English,1058,,
9788198431103,AI on Trial,Sujeet Kumar and Md Tauseef Alam,"AI on Trial is a forward-looking and probably the first of its kind project that examines the nexus between AI and legal systems, underlining the pressing requirement for obligation, culpability, and systems of governance. The book carefully covers AI’s key principles, culpability assignment, and legal hurdles throughout seven chapters. In a nutshell, it analyzes biases in AI, basic rights, and the intricacies of intellectual property concerns of AI-generated content, suggesting solutions such as a “Machine-Created Intellectual Assets Act”. The book analyzes AI’s legal personhood, intentionality, and agency, calling on the Turing Test and international approaches. It also addresses models of civil and criminal liability, intermediary duties, and concerns connected to product liability. A significant chapter oﬀers the idea of ‘safe harbour’ for AI, examining its repercussions for innovation and governance. The book finishes by examining AI’s influence on key fields such as healthcare and free speech, supporting equitable and balanced regulation.",Law,695,English,286,,
9788198348890,"Insight into Bharatiya Nyaya Sanhita, 2023",K K Khandelwal,"Insight into Bharatiya Nyaya Sanhita, 2023: A Paradigm Shift in Indian Penal Law is a comprehensive guide, providing an indispensable insight into the new legal framework. Discover the reforms introduced by the BNS, which aims to align the law with current societal values, technological advancements, and a victim-centric approach. This book meticulously dissects the provisions of the BNS, offering a clear understanding of the streamlined legal framework. Gain a deeper understanding of • Key changes and their implications, including the incorporation of contemporary issues like cybercrime and enhanced focus on gender justice. • Comparative analysis with the IPC, highlighting the legislative intent and practical implications of the new code. • The revised definitions of offences such as sedition and defamation, and the enhanced penalties for crimes against women and children. • The inclusion of new offences like mob lynching and terrorism, and the revised approach to organised crime and public safety violations. • The abolition of outdated provisions and the introduction of community service as a new form of punishment. • The expansion of definitions to include economic and intangible assets as movable property. • Detailed discussions supported by relevant case law and judicial precedents. This book serves as a practical resource for judges, legal practitioners, enforcement officers, scholars, and students.",Law,2995,English,1375,,
9788198751256,"Insights into The Unified Waqf Management, Empowerment, Efficiency and Development Act, 1995",K K Khandelwal,"Insights into The Unified Waqf Management, Empowerment, Efficiency and Development Act, 1995 is a comprehensive commentary on the complex governance of waqf institutions in India. This Act, reimagined and restructured through the Waqf (Amendment) Act, 2025, marks a watershed moment in the legal landscape of religious endowments and represents a fundamental reorientation of how waqf is envisioned. This reformative shift reflects a commitment to bringing efficiency, digitisation, and inclusivity into waqf administration. Employing a unique multi-dimensional approach, the book meticulously analyses every section of the principal Act, explaining its essential ingredients and legal relevance with clarity. A key feature is the integrated comparative analysis with earlier versions of the Act, highlighting the nuances of the legislative changes introduced by the 2025 Amendment. Readers gain critical insights into the legislative intent through the incorporation of deliberations and discussions of the Joint Parliamentary Committee. Enhancing its comprehensiveness and practical utility, the volume includes the full texts of vital related laws and rules, such as The Mussalman Wakf (Repeal) Act, 2025, The Central Waqf Council Rules, 1998, and The Waqf Properties Lease Rules, 2014. This ensures readers have a consolidated reference and transforms the book into a comprehensive legal toolkit for the entire legislative ecosystem governing waqf administration. This book is an essential reference for academicians, judicial officers, policymakers, waqf administrators, legal practitioners, and the wider public seeking a deeper understanding.",Law,1395,English,612,,
9788198751225,"A Commentary on the Sexual Harassment of Women at Workplace (Prevention, Prohibition and Redressal) Act, 2013",Dheera Khandelwal,"A Commentary on the Sexual Harassment of Women at Workplace (Prevention, Prohibition and Redressal) Act, 2013 is an extensive commentary and treatise on this vital piece of legislation, reflecting upon a pervasive issue that strikes at the very foundation of workplace ethics and the broader human rights framework. Drawing on the authors’ extensive legal expertise and administrative insight, the book delves into the nuances of the law and its practical application. It addresses not only the legal landscape but also the socio-cultural contexts that enable sexual harassment to persist, including in sectors like education, healthcare, and corporate environments. Going beyond mere legal prescriptions, the book critically analyses the effectiveness of existing mechanisms, the challenges of implementation, and the societal attitudes that underpin the prevalence of this misconduct. It confronts the complexities of addressing sexual harassment, including distinguishing genuine cases from misrepresentations or false accusations. Through rigorous analysis and discussion, combining detailed legal analysis with case law, this edition aims to bring clarity and insight into the Act’s provisions. It discusses various landmark judgments and critically examines the juristic approaches taken by the courts, enhancing the reader’s understanding of the Act’s impact and scope. The book also explores the intersection of the Sexual Harassment Act with other relevant legislations. Recognising that sexual harassment in the workplace continues to be a critical issue affecting millions of women worldwide, this book is an indispensable resource for legal practitioners, policymakers, academicians, and indeed, any concerned citizen. It provides the tools and knowledge necessary to understand and fight against such injustices.",Law,1550,English,684,,
9788198661159,"A Guide to Bharatiya Nagarik Suraksha Sanhita, 2023",Prithivi Raj,"A 360o view of the Bharatiya Nagarik Suraksha Sanhita, 2023 providing • Comprehensive Coverage: A detailed explanation of the Bharatiya Nagarik Suraksha Sanhita • Conceptual Clarity: Clear explanation aimed at fostering strong conceptual clarity • Case law: Updated with recent and landmark case law • Practical tools: FIR, charge sheet, bail formats along with flowcharts • Illustrations: Procedural illustration to aid understanding • Audience: Ideal for students, practitioners, and judicial aspirants",Law,750,English,516,,
9788198751218,"Insights into The Real Estate (Regulation and Development) Act, 2016",K K Khandelwal,"Insights into The Real Estate (Regulation and Development) Act, 2016 is a comprehensive and compelling commentary on the RERA Act. The Real Estate (Regulation and Development) Act, 2016 (RERA) marked a transformative moment in India’s real estate governance, ushering in an era aimed at ensuring transparency, enhancing accountability, and fortifying fairness in real estate transactions. For decades before, the sector operated largely unregulated, characterised by a lack of transparency, imbalance in contractual relations, and an erosion of homebuyers’ rights. In this crucial context, the author, a distinguished former Chairman of the Haryana Real Estate Regulatory Authority, Gurugram, drawing from his extensive experience which includes his pioneering role in RERA’s early implementation in Haryana, offers a meticulous and methodical exposition of each section of the Act. This invaluable resource demystifies the law by offering profound insights into its structure, purpose, and evolving jurisprudence. The book deeply analyses intricate topics such as Supreme Court rulings on RERA, the placement of Allottees within the purview of Financial Creditors under IBC, and the crucial interface of the Consumer Protection Act and RERA. It also features an exhaustive coverage of nearly all important judgments of the Supreme Court and various High Courts up to April 2025, carefully outlining the background, core issues, and providing valuable insights into the practical application and interpretation of the Act by the judiciary. It will serve as an invaluable resource for practitioners, adjudicators, academicians, students, policy architects, real estate developers, and all stakeholders steering the complexities of RERA.",Law,1795,English,840,,
9788198874078,"OakBridge’s Primary Law Series Bharatiya Nagarik Suraksha Sanhita, 2023 (46 of 2023)",OakBridge,"This publication serves as a definitive guide to the Bharatiya Nagarik Suraksha Sanhita (BNSS), 2023, furnishing an exhaustive comparative review with the Code of Criminal Procedure, 1973. It is an invaluable tool for the judiciary, legal professionals, enforcement agencies, government bodies, students, and the general public. Key Features - - Text on Bharatiya Nagarik Suraksha Sanhita, 2023 - Latest Case Law - Essentials of each section highlighted - Table showing new sections of Bharatiya Nagarik Suraksha Sanhita, 2023 - Table showing sections of Code of Criminal Procedure, 1973 repealed by Bharatiya Nagarik Suraksha Sanhita, 2023 - Table showing timelines for various stages of trial - Contextual Explanations and Interpretations",Law,450,English,460,,
9788198751270,Story of the Clan – A Legacy Untold,S S Naganand,"Story of the Clan – A Legend Untold brings to life the journey of an erudite and illustrious family spanning over 200 years. Narrated by the renowned Senior Advocate, SS Naganand, the author chronicles the lives of his distinguished ancestors and their contributions to the society. The book interweaves their professional, personal and spiritual lives seamlessly. Recounting episodes and incidents from his life, the author shares the lessons that have been instrumental in his professional success as well as personal & spiritual harmony. Written in an anecdotal and lucid style, the narrative is both informative as well as engaging. The book comprises experiences relating to myriad subjects including history, law, travel, spirituality, and traditions. It is fascinating to see the thread of values that runs through the different generations in the family that has paved way for advancements in life while being firmly grounded. The story that is unfolded will inspire many, from different walks of life, especially the young generation, who can imbibe the life lessons in the book towards a harmonious, holistic and successful life.",Law,795,English,350,,
